도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
관평도서관,대전광역시,유성구,공공도서관,매주월요일,08:00,22:00,08:00,22:00,08:00,22:00,311,40972,57,175,5,14,대전광역시 유성구 테크노4로 131,대전 유성구청,042-716-0350,809,1755,http://www.gplib.or.kr/,36.42318443,127.3883923,2020-09-30,6300000,대전광역시
원신흥도서관,대전광역시,유성구,공공도서관,매주월요일,08:00,22:00,08:00,22:00,08:00,22:00,365,33822,60,0,5,14,대전광역시 유성구 원신흥남로 59,대전 유성구청,042-601-6970,4782,3716,http://lib.yuseong.go.kr,36.33771632,127.3374858,2020-09-30,6300000,대전광역시
안산평생학습도서관,대전광역시,대덕구,공공도서관,매주월요일,07:00,22:00,07:00,22:00,07:00,22:00,650,155677,36,4531,10,14,대전광역시 대덕구 계족로 663번길 25,대전 대덕구청,042-608-5512,3689,1938,https://lib.daedeok.go.kr,36.368222,127.427187,2020-09-30,6300000,대전광역시
대덕도서관,울산광역시,울주군,작은도서관,"매주 월요일, 국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,63,26987,0,0,3,14,울산광역시 울주군 온산읍 명봉거남로 46,울산광역시 울주군 시설관리공단,052-229-9685,,613.87,www.uljulib.ulju.ulsan.kr,35.4385037,129.3153148,2020-10-23,3730000,울산광역시 울주군
읍성작은도서관,울산광역시,울주군,작은도서관,"매주 월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,26,4371,0,0,3,14,울산광역시 울주군 언양읍 남문4길 16,울산광역시 울주군 언양읍주민센터,052-264-9071,,118.94,www.uljulib.ulju.ulsan.kr,35.5660647,129.1215639,2020-10-23,3730000,울산광역시 울주군
느티나무작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,16,5134,0,0,3,14,울산광역시 울주군 삼동면 삼동로 777,울산광역시 울주군 삼동면주민센터,052-254-0177,,49,www.uljulib.ulju.ulsan.kr,35.5236404,129.1575392,2020-10-23,3730000,울산광역시 울주군
작천정작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,28,3588,0,0,3,14,울산광역시 울주군 삼남면 작괘들길 2,울산광역시 울주군 산남면주민센터,052-254-5901,,66,www.uljulib.ulju.ulsan.kr,35.5409345,129.1084346,2020-10-23,3730000,울산광역시 울주군
가지산작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,10,7457,0,0,3,14,울산광역시 울주군 상북면 도동신리로 5,울산광역시 울주군 상북면주민센터,052-254-1240,,72,www.uljulib.ulju.ulsan.kr,35.5903025418,129.0908602280,2020-10-23,3730000,울산광역시 울주군
웅촌작은도서관,울산광역시,울주군,작은도서관,"매주 월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,6,7457,0,0,3,14,울산광역시 울주군 웅촌면 새초천길 12,울산광역시 울주군 웅촌면주민센터,052-221-2637,,66,www.uljulib.ulju.ulsan.kr,35.4612667,129.2083197,2020-10-23,3730000,울산광역시 울주군
늘푸름작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,16,7606,0,0,3,14,울산광역시 울주군 청량읍 신덕하3길 5,울산광역시 울주군 청량읍주민센터,052-257-1755,,61.4,www.uljulib.ulju.ulsan.kr,35.4930234950,129.3059778627,2020-10-23,3730000,울산광역시 울주군
해오름작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,15,7973,0,0,3,14,울산광역시 울주군 서생면 해맞이로 894,울산광역시 울주군 서생면주민센터,052-238-0245,,66,www.uljulib.ulju.ulsan.kr,35.3499577,129.3259379,2020-10-23,3730000,울산광역시 울주군
온양작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,38,3579,0,7,3,14,울산광역시 울주군 온양읍 남창1길 20,울산광역시 울주군 온양읍주민센터,052-238-9090,,83,www.uljulib.ulju.ulsan.kr,35.4193735,129.2804005,2020-10-23,3730000,울산광역시 울주군
지구별작은도서관,경기도,용인시,작은도서관,"매주 월, 일요일",11:00,17:00,11:00,17:00,11:00,17:00,20,1500,0,0,5,14,"경기도 용인시 처인구 영문로29번길 17, 103동 106호(성웅아파트)",개인,,0,42.44,,37.2674446,127.207084,2019-04-03,4050000,경기도 용인시
지혜의샘터도서관,경기도,용인시,작은도서관,연중무휴,09:00,19:00,09:00,19:00,09:00,19:00,36,18585,24,0,5,14,"경기도 용인시 수지구 신봉1로48번길 48, 1층",지구촌교회,031-270-8296,0,99.2,,37.32296258,127.0831286,2019-04-03,4050000,경기도 용인시
징검다리도서관,경기도,용인시,작은도서관,매주 일요일,14:00,18:00,14:00,18:00,14:00,18:00,30,13036,5,126,5,14,"경기도 용인시 기흥구 금화로11번길 10, 관리사무소 2층",금화마을주공3단지아파트입주자대표회의,031-274-1172,0,80,,37.2623051,127.1072964,2019-04-03,4050000,경기도 용인시
참솔작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:00,17:00,14:00,17:00,14:00,17:00,30,9560,0,0,5,14,"경기도 용인시 기흥구 동백죽전대로 283, 어린이집 2층",참솔마을월드메르디앙아파트입주자대표회의,,0,33,,37.2653063,127.1536524,2019-04-03,4050000,경기도 용인시
채움도서관,경기도,용인시,작은도서관,매주 일요일,14:00,23:00,14:00,23:00,14:00,23:00,43,8666,6,100,5,14,"경기도 용인시 기흥구 서천동로 60, 관리사무소 지하1층",서천마을4단지입주자대표회의,070-7612-6700,0,89.92,,37.23557784,127.0752071,2019-04-03,4050000,경기도 용인시
도계도서관,강원도,삼척시,공공도서관,매주월요일 및 법정공휴일,09:00,22:00,09:00,22:00,09:00,22:00,180,78310,50,837,5,7,강원도 삼척시 도계읍 도계느티로 25-18,강원도 삼척시 도계읍사무소,033-570-4211,3280,1160,,37.2323751,129.0497028671,2020-07-27,4240000,강원도 삼척시
원덕도서관,강원도,삼척시,공공도서관,"매주 토,일요일, 국경일 및 국가에서 지정한 공휴일, 12.30",09:00,18:00,09:00,18:00,09:00,18:00,4,74966,50,160,10,45,강원도 삼척시 원덕읍 삼척로 446-14,강원도 삼척시 원덕읍사무소,033-572-4819,780,406,,37.17685442,129.3354843,2020-07-27,4240000,강원도 삼척시
남양작은도서관,강원도,삼척시,공공도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,09:00,18:00,20,4805,121,132,3,14,강원도 삼척시 중앙시장 1길 12-9,강원도 삼척시청,033-575-1495,333,165,,37.44117444,129.166694,2020-07-27,4240000,강원도 삼척시
평생학습관 내 작은도서관,강원도,삼척시,공공도서관,"매주 토요일,일요일, 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,30,2441,0,0,3,7,강원도 삼척시 청석로 3길 16-41,강원도 삼척시청,033-570-4440,4924,40,,37.44912684,129.1780293,2020-07-27,4240000,강원도 삼척시
울주선바위도서관,울산광역시,울주군,공공도서관,"매주월요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,418,139603,146,19806,3,14,울산광역시 울주군 범서읍 점촌3길 40,울산광역시 울주군청,052-211-5773,4546,7816,www.uljulib.ulju.ulsan.kr,35.5731956,129.2374571,2020-10-23,3730000,울산광역시 울주군
울주옹기종기도서관,울산광역시,울주군,공공도서관,"매주월요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,176,106628,57,9016,3,14,울산광역시 울주군 온양읍 온양로 38-1,울산광역시 울주군청,052-239-7413,4690,1490,www.uljulib.ulju.ulsan.kr,35.4128329,129.2765134,2020-10-23,3730000,울산광역시 울주군
울주천상도서관,울산광역시,울주군,공공도서관,"매주월요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,38,28028,22,1324,3,14,울산광역시 울주군 범서읍 천상길 60,울산광역시 울주군청,052-243-9096,2092,2990,www.uljulib.ulju.ulsan.kr,35.5610657,129.2250734,2020-10-23,3730000,울산광역시 울주군
동백작은도서관,울산광역시,울주군,작은도서관,"매주 월요일, 국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,16,14699,0,0,3,14,울산광역시 울주군 온산읍 덕신로 303,울산광역시 울주군 시설관리공단,052-229-9340,,312,www.uljulib.ulju.ulsan.kr,35.4348063,129.3147201,2020-10-23,3730000,울산광역시 울주군
의창도서관,경상남도,창원시 의창구,공공도서관,매주금요일+설 추석 연휴,09:00,22:00,09:00,18:00,09:00,18:00,718,315232,309,16827,5,14,경상남도 창원시 의창구 용호로 50 (반송동),경상남도 창원시청,055-225-7331,17382,5497,https://lib.changwon.go.kr/uc,35.2335119646,128.6790493241,2020-07-14,5670000,경상남도 창원시
고향의봄도서관,경상남도,창원시 의창구,공공도서관,매주 월요일+신정+설 및 추석 연휴,09:00,22:00,09:00,18:00,09:00,18:00,496,148023,177,7043,5,14,경상남도 창원시 의창구 평산로 135번길 32 (서상동),경상남도 창원시청,055-225-7371,9122,3753,https://lib.changwon.go.kr/gh,35.256632,128.618549,2020-07-14,5670000,경상남도 창원시
명곡도서관,경상남도,창원시 의창구,공공도서관,매주 월요일+신정+설 및 추석 연휴,09:00,22:00,09:00,18:00,09:00,18:00,701,69993,115,2333,5,14,경상남도 창원시 의창구 서곡길 21 (명서동),경상남도 창원시청,055-225-7321,2334,4266,https://lib.changwon.go.kr/mg,35.253149,128.6486524047,2020-07-14,5670000,경상남도 창원시
성산도서관,경상남도,창원시 성산구,공공도서관,매주 금요일+신정+설 및 추석 연휴,09:00,22:00,09:00,18:00,09:00,18:00,566,99390,162,4414,5,14,경상남도 창원시 성산구 외리로 47(남산동),경상남도 창원시청,055-225-7391,8162,4944,https://lib.changwon.go.kr/ss,35.2020652449,128.707232,2020-07-14,5670000,경상남도 창원시
상남도서관,경상남도,창원시 성산구,공공도서관,매주 월요일+신정+설 및 추석 연휴,09:00,22:00,09:00,18:00,09:00,18:00,506,160563,163,6807,5,14,경상남도 창원시 성산구 원이대로 810(가음정동),경상남도 창원시청,055-225-7411,11880,3481,https://lib.changwon.go.kr/sn,35.2139700923,128.695308,2020-07-14,5670000,경상남도 창원시
마산합포도서관,경상남도,창원시 마산합포구,공공도서관,매주 금요일+신정+설 및 추석 연휴+기타 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,582,188541,189,7863,5,14,경상남도 창원시 마산합포구 월영동16길 22(해운동),경상남도 창원시청,055-225-7441,6840,7324,https://lib.changwon.go.kr/hp,35.1830920328,128.5628634402,2020-07-14,5670000,경상남도 창원시
마산회원도서관,경상남도,창원시 마산회원구,공공도서관,매주 월요일+신정+설 및 추석 연휴+기타 법정공휴일,08:00,23:00,08:00,23:00,08:00,23:00,404,184668,197,6319,5,14,경상남도 창원시 마산회원구 3·15대로 558,경상남도 창원시청,055-225-7471,2030,2007,https://lib.changwon.go.kr/hw,35.224594,128.573538,2020-07-14,5670000,경상남도 창원시
즐거운샘터작은도서관,경기도,용인시,작은도서관,"매주 토, 일요일",14:30,20:30,14:30,20:30,14:30,20:30,26,9600,3,480,5,14,"경기도 용인시 기흥구 기흥로116번길 60, 512동 1층",새천년그린빌5단지아파트입주자대표회의,031-274-0936,0,132,,37.2885992,127.1187393,2019-04-03,4050000,경기도 용인시
감천횃불작은도서관,부산광역시,사하구,작은도서관,국가지정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,20,15206,0,0,5,15,부산광역시 사하구 감내1로175번길 50(감천동),사하구청,051-203-0543,,132,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.09646768,129.0091984,2021-03-05,3340000,부산광역시 사하구
다대도서관,부산광역시,사하구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,598,144290,63,3814,5,15,부산광역시 사하구 다대낙조2길 9(다대동),사하구청,051-220-5861,1657,3521,http://dadaelib.saha.go.kr,35.05042791,128.9646713,2021-03-05,3340000,부산광역시 사하구
회화나무작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,00:00,00:00,60,14322,0,0,5,15,부산광역시 사하구 사하로141번나길 11-1,사하구청,051-201-3096,,313,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.093992,128.9916801,2021-03-05,3340000,부산광역시 사하구
까치마을작은도서관,부산광역시,사하구,작은도서관,"매주월요일, 국가지정공휴일",10:00,20:00,10:00,18:00,00:00,00:00,32,9153,0,0,5,15,부산광역시 사하구 까치고개로 50-10 (괴정동),사하구청,051-202-0998,,51,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.10448346,129.0063449,2021-03-05,3340000,부산광역시 사하구
오작교작은도서관,부산광역시,사하구,작은도서관,국가지정공휴일,10:00,18:00,10:00,18:00,00:00,00:00,77,15399,0,0,5,15,부산광역시 사하구 낙동대로 171번길 30-5(괴정동),괴정3동 주민센터,051-220-5087,,190,http://www.saha.go.kr/portal/contents.do?mId=0607010000,35.100341,128.9980938,2021-03-05,3340000,부산광역시 사하구
구의1동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",09:30,17:30,00:00,00:00,00:00,00:00,8,7629,0,0,3,7,서울특별시 광진구 광나루로36길 56(구의동),,02-454-2830,,,,37.54249155,127.0856664,2020-12-23,3040000,서울특별시 광진구
구의2동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",13:30,17:30,00:00,00:00,00:00,00:00,16,6414,0,0,3,7,서울특별시 광진구 천호대로136길 55(구의동),,02-458-1380,,,,37.54724205,127.0899222,2020-12-23,3040000,서울특별시 광진구
광장동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",12:00,16:00,00:00,00:00,00:00,00:00,15,5164,0,0,3,7,서울특별시 광진구 광장로 52(광장동),,02-458-8379,,,,37.54688177,127.1030122,2020-12-23,3040000,서울특별시 광진구
자양1동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",13:00,17:00,00:00,00:00,00:00,00:00,6,7542,0,0,3,7,서울특별시 광진구 자양로13길 37(자양동),,02-446-0135,,,,37.5344966,127.0823943,2020-12-23,3040000,서울특별시 광진구
자양2동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",10:00,18:00,00:00,00:00,00:00,00:00,17,10260,0,0,3,7,서울특별시 광진구 자양로3가길 26(자양동),,02-498-9963,,,,37.5287993322,127.0843882,2020-12-23,3040000,서울특별시 광진구
자양3동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",09:00,17:00,00:00,00:00,00:00,00:00,20,9330,0,0,3,7,서울특별시 광진구 뚝섬로 568(자양동),,02-458-4525,,,,37.53383249,127.0729033,2020-12-23,3040000,서울특별시 광진구
자양4동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",13:00,17:00,00:00,00:00,00:00,00:00,12,4742,0,0,3,7,서울특별시 광진구 아차산로24길 17(자양동),,02-462-0395,,,,37.54026298,127.0651113,2020-12-23,3040000,서울특별시 광진구
화양동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",13:00,17:00,00:00,00:00,00:00,00:00,10,9920,0,0,3,7,서울특별시 광진구 능동로17길 39(화양동),,02-461-2638,,,,37.54653756,127.0713179,2020-12-23,3040000,서울특별시 광진구
꿈꾸는 마을도서관 도토리,대구광역시,북구,공공도서관,"첫째주 월요일, 일요일, 법정공휴일",10:00,19:00,10:00,15:00,00:00,00:00,75,17232,6,352,10,7,대구광역시 북구 구암로 146,행복한마을공동체 북구인,053-327-0645,,264.9,http://m.cafe.daum.net/gbdotory,35.931529,128.556427,2020-12-10,3450000,대구광역시 북구
사립공공 연암,대구광역시,북구,공공도서관,"매주 일, 월요일 법정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,82,10202,15,142,5,14,"대구광역시 북구 동북로26길 25-1, 2층, 3층",서태옥,053-956-4422,,322.3,http://yeonam.modoo.at,35.899539,128.6055488,2020-12-10,3450000,대구광역시 북구
북구 영어작은도서관,대구광역시,북구,작은도서관,"토, 일, 법정공휴일",10:00,19:00,00:00,00:00,00:00,00:00,20,3400,11,0,10,15,대구광역시 북구 고성로 31길 21(고성동주민센터 1층),대구광역시 북구청,053-320-5190,,90,http://lib.buk.daegu.kr/library/,35.8818455,128.5835065,2020-12-10,3450000,대구광역시 북구
